img_path,age
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\richard_grieco\519fabfef527c68fe8e02d34e0127c08_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\ricky_martin\y\224104_510667_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\ricky_martin\y\Dicembre_03835_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\ricky_martin\y\ricky-martin_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\ricky_martin\224104_510667_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\ricky_martin\Dicembre_03835_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\ricky_martin\ricky-martin-sensuale_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\ricky_schroder\y\Ricky-Schroder_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\ricky_schroder\Ricky-Schroder_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\rick_schroder\y\rick-schroder_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\rick_schroder\rick-schroder_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\rihanna\y\1004762_NB384QI3T6RWLAM7F2SCF81LYPDG3I_vip-da-piccoli-86_H164852_S_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\rihanna\y\194349_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\rihanna\y\270568aacbbc11e1aaec22000a1e88af_7_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\rihanna\y\Febbraio_00501_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\rihanna\y\music_stars_before_they_were_famous_02_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\rihanna\194349_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\rihanna\Febbraio_00501_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\rihanna\music_stars_before_they_were_famous_02_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\rihanna\music_stars_before_they_were_famous_02_3.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\ringo_starr\y\celebs-then-now-young-old-13_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\ringo_starr\y\ringostarr2_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\ringo_starr\y\ringo_starr_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\ringo_starr\y\ringo_starr_young_by_mamacros-d48q5kn_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\ringo_starr\celebs-then-now-young-old-13_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\ringo_starr\Ringo-Starr_SF_HD_768x432-16x9_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\ringo_starr\ringostarr.grid-4x2_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robbie_williams\y\bambinorobbiewilliams_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robbie_williams\y\BgVwU8MCEAA87bp_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robbie_williams\y\images_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robbie_williams\y\l43-robbie-williams-130712125227_big_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robbie_williams\y\robbie-williams-da-bambino_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robbie_williams\l43-robbie-williams-130712125227_big_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robbie_williams\la-coppia-robbie-williams-e-ayda-field_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robert_de_niro\y\8431296_6_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robert_de_niro\y\Agosto_00418_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robert_de_niro\y\celebs-then-now-young-old-56_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robert_de_niro\y\starschild_30_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robert_de_niro\8431296_6_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robert_de_niro\Agosto_00418_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robert_de_niro\celebs-then-now-young-old-56_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robert_de_niro\starschild_30_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robert_downey_jr\y\1371479557_aktery-v-detstve-2_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robert_downey_jr\y\Aprile_03129_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robert_downey_jr\y\The_Avengers_00438_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robert_downey_jr\1371479557_aktery-v-detstve-2_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robert_downey_jr\Aprile_03129_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robert_downey_jr\The_Avengers_00438_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robert_pattinson\y\1382085232_089_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robert_pattinson\y\before-after-school-days-robert-pattinson_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robert_pattinson\y\Maggio_01716_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robert_pattinson\y\rock_stars_in_time_8_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robert_pattinson\y\паттинсон-в-детстве_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robert_pattinson\1382085232_089_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robert_pattinson\before-after-school-days-robert-pattinson_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robert_pattinson\Maggio_01716_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robert_pattinson\robert-pattinson_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robert_pattinson\rock_stars_in_time_8_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robert_pattinson\паттинсон-в-детстве_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robert_plant\y\photos-celebrites-then-and-now10_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robert_plant\photos-celebrites-then-and-now10_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robert_sean_leonard\y\Doctor_House_00603_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robert_sean_leonard\y\Febbraio_01764_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robert_sean_leonard\Doctor_House_00603_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robert_sean_leonard\Febbraio_01764_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robin_williams\y\Friends_02922_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\robin_williams\Friends_02922_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\rob_schneider\y\Ottobre_01700_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\rob_schneider\Ottobre_01700_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\rod_stewart\y\photos-celebrites-then-and-now8_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\rod_stewart\photos-celebrites-then-and-now8_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\roger_federer\y\rogerfederer-child-look-alike-roger-federer-20089123-1744-1024_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\roger_federer\y\roger_federer2_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\roger_federer\y\roger_federer_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\roger_federer\y\tennis_players_when_they_were_young_03_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\roger_federer\rogerfederer-child-look-alike-roger-federer-20089123-1744-1024_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\roger_federer\roger_federer34_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\roger_federer\tennis_players_when_they_were_young_03_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\roman_abramovic\y\Politicians_02913_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\roman_abramovic\Politicians_02913_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\roman_polanski\y\Agosto_04301_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\roman_polanski\Agosto_04301_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\roman_trachtenberg\y\Settembre_02667_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\roman_trachtenberg\Settembre_02667_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\roman_yunusov\y\Comedy_Club_01486_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\roman_yunusov\y\Settembre_04180_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\roman_yunusov\Comedy_Club_01486_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\roman_yunusov\Settembre_04180_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\ronaldinho\y\Marzo_05558_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\ronaldinho\y\ronaldinho_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\ronaldinho\Marzo_05558_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\ronaldo\y\8430838_6_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\ronaldo\8430838_6_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\ron_howard\y\ron-howard_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\ron_howard\y\ron_howard_6ec2853b026f1d435deda6b12aa59e2e_1_add.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\ron_howard\ron-howard_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\rory_mccann\y\Game_of_Thrones_01471_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\rory_mccann\Game_of_Thrones_01471_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\rose_mcgowan\y\19755168_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\rose_mcgowan\y\Settembre_04935_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\rose_mcgowan\19755168_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\rose_mcgowan\Settembre_04935_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\rupaul\y\childhood-celebs-1_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\rupaul\rupaulcharles_1_add.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\rupert_graves\y\True_Detective_and_Sherlock_00589_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\rupert_graves\True_Detective_and_Sherlock_00589_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\rupert_grint\y\1382085195_067_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\rupert_grint\y\Agosto_05581_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\rupert_grint\y\rupert-grint_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\rupert_grint\1382085195_067_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\rupert_grint\Agosto_05581_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\rupert_grint\rupert-grint_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\russell_brand\y\22.-Russell-Brand_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\russell_brand\y\cdcuc6awzla24ubf_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\russell_brand\y\celeb-hs-22_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\russell_brand\22.-Russell-Brand_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\russell_brand\cdcuc6awzla24ubf_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\russell_brand\celeb-hs-22_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\russell_crowe\y\Aprile_04279_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\russell_crowe\y\russell_crowe2_1_add.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\russell_crowe\y\russell_crowe_1_add.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\russell_crowe\Aprile_04279_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\russell_westbrook\y\russell_westbrook_CKPllqS_original_1_add.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\russell_westbrook\russell_westbrook_CKPllqS_original_2_add.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\ryan_gosling\y\Novembre_00562_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\ryan_gosling\y\Zvezdy-v-detstve-Vypusk-2-20_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\ryan_gosling\Novembre_00562_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\ryan_gosling\Zvezdy-v-detstve-Vypusk-2-20_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\ryan_reynolds\y\Ottobre_01566_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\ryan_reynolds\Ottobre_01566_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\salma_hayek\y\50451855_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\salma_hayek\y\Settembre_03928_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\salma_hayek\50451855_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\salma_hayek\celebrities-who-dont-seem-to-age-photos-11_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\salma_hayek\celebrities-who-dont-seem-to-age-photos-11_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\salma_hayek\Settembre_03928_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\samuel_l_jackson\y\Dicembre_00990_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\samuel_l_jackson\y\Star_Wars_00807_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\samuel_l_jackson\y\The_Avengers_01325_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\samuel_l_jackson\Dicembre_00990_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\samuel_l_jackson\Star_Wars_00807_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\samuel_l_jackson\The_Avengers_01325_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sandra_bullock\y\2014-09-04_0952_006_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sandra_bullock\y\sandra_bullock_1_add.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sandra_bullock\2014-09-04_0952_006_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sarah_chalke\y\Agosto_04686_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sarah_chalke\y\How_I_met_your_mother_01279_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sarah_chalke\Agosto_04686_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sarah_chalke\How_I_met_your_mother_01279_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sarah_jessica_parker\y\a-rare-photos-19_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sarah_jessica_parker\y\celebs-then-now-young-old-45_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sarah_jessica_parker\y\Marzo_05936_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sarah_jessica_parker\y\sarah-jessica-parker_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sarah_jessica_parker\celebs-then-now-young-old-45_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sarah_jessica_parker\Marzo_05936_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sarah_jessica_parker\sarah-jessica-parker_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sarah_michelle_gellar\y\famous_tv_show_stars_then_and_now_640_19_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sarah_michelle_gellar\y\sarah-michelle-gellar_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sarah_michelle_gellar\famous_tv_show_stars_then_and_now_640_19_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sarah_michelle_gellar\sarah-michelle-gellar-ai-golden-globe-awards_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sarah_wayne_callies\y\The_Walking_Dead_00399_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sarah_wayne_callies\The_Walking_Dead_00399_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sara_sampaio\y\549bc37f3e659_-_elle-11-sara-sampaio-h_3_add.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sara_sampaio\y\549bc37f3e659_-_elle-11-sara-sampaio-h_5_add.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sara_sampaio\y\549bc37f3e659_-_elle-11-sara-sampaio-h_9_add.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sara_sampaio\549bc37f3e659_-_elle-11-sara-sampaio-h_1_add.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sara_sampaio\sara-sampaio-alla-sfilata-di-592x0-2_1_add.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sara_sampaio\sara-sampaio-at-2014-shape-men-s-fitness-super-bowl-party-in-nyc_3_1_add.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sara_sampaio\sara-sampaio-pink-victorias-secret1_1_add.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sasha_grey\y\Marzo_02539_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sasha_grey\y\Pornostars_01034_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sasha_grey\Marzo_02539_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sasha_grey\Pornostars_01034_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sasha_pieterse\y\pretty_little_liars_stars_then_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sasha_pieterse\y\sasha-pieterse-family-affair-tv-2003-pretty-little-liars-2012-photo-split_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sasha_pieterse\pretty_little_liars_stars_then_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sasha_pieterse\sasha-pieterse-family-affair-tv-2003-pretty-little-liars-2012-photo-split_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\scarlett_johansson\y\eight-celebs-girls-grown-up-4_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\scarlett_johansson\y\Novembre_00454_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\scarlett_johansson\y\Screen-shot-2011-11-22-at-9.44.51-AM-1_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\scarlett_johansson\y\The_Avengers_01081_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\scarlett_johansson\eight-celebs-girls-grown-up-4_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\scarlett_johansson\Novembre_00454_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\scarlett_johansson\Screen-shot-2011-11-22-at-9.44.51-AM-1_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\scarlett_johansson\The_Avengers_01081_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sean_astin\y\sean-astin_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sean_astin\y\Signore_Anelli_e_Hobbit_01172_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sean_astin\sean-astin_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sean_astin\Signore_Anelli_e_Hobbit_01172_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sean_bean\y\Game_of_Thrones_00463_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sean_bean\y\Signore_Anelli_e_Hobbit_01061_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sean_bean\Game_of_Thrones_00463_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sean_bean\Signore_Anelli_e_Hobbit_01061_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sean_connery\y\Agosto_03813_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sean_connery\Agosto_03813_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sean_p_diddy_combs\y\diddy_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sean_p_diddy_combs\y\Novembre_01588_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sean_p_diddy_combs\y\Rappers_01068_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sean_p_diddy_combs\Novembre_01588_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sean_p_diddy_combs\Rappers_01068_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sean_william_scott\y\Ottobre_03459_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sean_william_scott\Ottobre_03459_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\selena_gomez\y\childhood-celebs-8_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\selena_gomez\y\childhood-celebs-8_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\selena_gomez\y\Luglio_01302_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\selena_gomez\y\Screen-shot-2011-11-22-at-9.45.51-AM-1_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\selena_gomez\y\Selena-Gomez-v-detstve_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\selena_gomez\Luglio_01302_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\selena_gomez\Screen-shot-2011-11-22-at-9.45.51-AM-1_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\selena_gomez\Selena-Gomez-v-detstve_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\selvaggia_lucarelli\y\C_2_fotogallery_1007624__ImageGallery__imageGalleryItem_12_image_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\selvaggia_lucarelli\C_2_fotogallery_1007624__ImageGallery__imageGalleryItem_12_image_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\semen_slepakov\y\Agosto_05820_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\semen_slepakov\y\Comedy_Club_01603_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\semen_slepakov\Agosto_05820_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\semen_slepakov\Comedy_Club_01603_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\serena_williams\y\childhood-celebs-5_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\serena_williams\y\childhood-celebs-5_4.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\serena_williams\serena_williams_1_add.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\serena_williams\serena_williams_usatsi_6450942_1_add.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sergei_bezrukov\y\Ottobre_02205_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sergei_bezrukov\Ottobre_02205_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sergei_bodrov_ml\y\Dicembre_01933_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sergei_bodrov_ml\Dicembre_01933_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sergei_mironov\y\Politicians_02419_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sergei_mironov\Politicians_02419_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sergei_shnurov\y\Aprile_04407_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sergei_shnurov\Aprile_04407_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sergei_sobyanin\y\Politicians_02163_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sergei_sobyanin\Politicians_02163_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sergei_zverev\y\Luglio_04582_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sergei_zverev\Luglio_04582_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sergey_lazarev\y\Aprile_05039_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sergey_lazarev\Aprile_05039_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sergey_svetlakov\y\4179904_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sergey_svetlakov\y\Comedy_Club_01360_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sergey_svetlakov\y\Dicembre_00786_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sergey_svetlakov\4179904_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sergey_svetlakov\Comedy_Club_01360_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\sergey_svetlakov\Dicembre_00786_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\seth_green\y\Febbraio_03785_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\seth_green\Febbraio_03785_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\seth_macfarlane\y\Ottobre_03842_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\seth_macfarlane\y\seth_macfarlane-drawing-0_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\seth_macfarlane\Ottobre_03842_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\shakira\y\180146_190169777673679_3205670_n_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\shakira\y\Febbraio_00629_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\shakira\y\Febbraio_00629_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\shakira\y\shakira_1.png,y
